Case #1: 861
34 41 1000000
34 42 1000000
34 43 1000000
35 36 1000000
35 37 1000000
35 38 1000000
35 39 1000000
35 40 1000000
35 41 136478
35 42 1000000
35 43 156996
36 37 1000000
36 38 1000000
36 39 1000000
36 40 1000000
36 41 1000000
36 42 1000000
36 43 1000000
37 38 1000000
37 39 1000000
37 40 1000000
37 41 1000000
37 42 1000000
37 43 1000000
38 39 1000000
38 40 146844
38 41 1000000
38 42 1000000
38 43 133860
39 40 1000000
39 41 1000000
39 42 1000000
39 43 1000000
40 41 1000000
40 42 1000000
40 43 1000000
41 42 1000000
41 43 1000000
42 43 1000000
Case #4: 1081
1 2 52830
1 3 58551
1 4 47173
1 5 1000000
1 6 107304
1 7 1000000
1 8 1000000
1 9 1000000
1 10 2197
1 11 59189
1 12 122655
1 13 1000000
1 14 1000000
1 15 82178
1 16 97246
1 17 6067
1 18 86246
1 19 79036
1 20 119394
1 21 130657
1 22 1000000
1 23 32299
1 24 76066
1 25 56527
1 26 207932
1 27 102308
1 28 1000000
1 29 1000000
1 30 150824
1 31 110349
1 32 1000000
1 33 1000000
1 34 23526
1 35 1000000
1 36 55853
1 37 23759
1 38 98128
1 39 93884
1 40 71463
1 41 86460
1 42 83593
1 43 118473
1 44 1000000
1 45 55415
1 46 1000000
1 47 99587
2 3 62769
2 4 1000000
2 5 1000000
2 6 111522
2 7 101489
2 8 71152
2 9 4706
2 10 55027
2 11 1000000
2 12 93602
2 13 86300
2 14 108000
2 15 1000000
2 16 1000000
2 17 58897
2 18 90464
2 19 1000000
2 20 123612
2 21 127139
2 22 1000000
2 23 85129
2 24 1000000
2 25 60745
2 26 186450
2 27 58890
2 28 78160
2 29 72567
2 30 130044
2 31 66931
2 32 1000000
2 33 1000000
2 34 1000000
2 35 111402
2 36 77132
2 37 76589
2 38 1000000
2 39 77868
2 40 66628
2 41 90678
2 42 30763
2 43 1000000
2 44 93375
2 45 108245
2 46 28524
2 47 77614
3 4 1000000
3 5 129846
3 6 50262
3 7 1000000
3 8 133921
3 9 58063
3 10 60748
3 11 115411
3 12 132087
3 13 1000000
3 14 1000000
3 15 23627
3 16 1000000
3 17 64618
3 18 71320
3 19 88975
3 20 60843
3 21 1000000
3 22 1000000
3 23 90850
3 24 1000000
3 25 66466
3 26 1000000
3 27 102066
3 28 83881
3 29 9798
3 30 145502
3 31 110107
3 32 1000000
3 33 1000000
3 34 1000000
3 35 48633
3 36 1000000
3 37 82310
3 38 1000000
3 39 100870
3 40 55046
3 41 71106
3 42 65415
3 43 74861
3 44 111917
3 45 106149
3 46 1000000
3 47 1000000
4 5 147186
4 6 105865
4 7 107146
4 8 76809
4 9 1000000
4 10 49370
4 11 1000000
4 12 89847
4 13 82545
4 14 1000000
4 15 80739
4 16 108001
4 17 1000000
4 18 84807
4 19 51897
4 20 1000000
4 21 123384
4 22 1000000
4 23 79472
4 24 123239
4 25 55088
4 26 1000000
4 27 55135
4 28 1000000
4 29 1000000
4 30 1000000
4 31 63176
4 32 103509
4 33 54306
4 34 70699
4 35 105745
4 36 82789
4 37 70932
4 38 50955
4 39 74113
4 40 1000000
4 41 1000000
4 42 36420
4 43 92201
4 44 1000000
4 45 1000000
4 46 1000000
4 47 1000000
5 6 160512
5 7 141962
5 8 200549
5 9 1000000
5 10 1000000
5 11 1000000
5 12 154534
5 13 173214
5 14 108767
5 15 106219
5 16 150843
5 17 1000000
5 18 179076
5 19 179685
5 20 124708
5 21 192409
5 22 91001
5 23 85896
5 24 168090
5 25 103847
5 26 260500
5 27 1000000
5 28 125979
5 29 120048
5 30 1000000
5 31 129962
5 32 155238
5 33 168818
5 34 77123
5 35 1000000
5 36 117605
5 37 1000000
5 38 125301
5 39 188625
5 40 107101
5 41 1000000
5 42 110766
5 43 54985
5 44 1000000
5 45 156064
5 46 1000000
5 47 132670
6 7 1000000
6 8 1000000
6 9 1000000
6 10 1000000
6 11 146077
6 12 130516
6 13 107656
6 14 111881
6 15 1000000
6 16 1000000
6 17 113371
6 18 21058
6 19 137728
6 20 1000000
6 21 203220
6 22 1000000
6 23 139603
6 24 116164
6 25 115219
6 26 208574
6 27 1000000
6 28 132634
6 29 1000000
6 30 176168
6 31 1000000
6 32 166049
6 33 147429
6 34 130830
6 35 79299
6 36 128416
6 37 131063
6 38 130212
6 39 1000000
6 40 85712
6 41 20844
6 42 115677
6 43 105527
6 44 1000000
6 45 136815
6 46 1000000
6 47 1000000
7 8 172641
7 9 106195
7 10 1000000
7 11 165513
7 12 114494
7 13 1000000
7 14 1000000
7 15 1000000
7 16 1000000
7 17 1000000
7 18 141631
7 19 1000000
7 20 131154
7 21 152369
7 22 1000000
7 23 1000000
7 24 155809
7 25 1000000
7 26 248219
7 27 1000000
7 28 108088
7 29 80109
7 30 1000000
7 31 89922
7 32 115198
7 33 96578
7 34 129850
7 35 1000000
7 36 77565
7 37 130083
7 38 1000000
7 39 116385
7 40 34861
7 41 1000000
7 42 70726
7 43 1000000
7 44 131846
7 45 1000000
7 46 124152
7 47 126303
8 9 1000000
8 10 1000000
8 11 1000000
8 12 164754
8 13 157452
8 14 1000000
8 15 140715
8 16 1000000
8 17 1000000
8 18 161616
8 19 128706
8 20 1000000
8 21 198291
8 22 1000000
8 23 156281
8 24 200048
8 25 1000000
8 26 237936
8 27 1000000
8 28 1000000
8 29 1000000
8 30 1000000
8 31 138083
8 32 1000000
8 33 129213
8 34 147508
8 35 165721
8 36 148284
8 37 147741
8 38 116450
8 39 1000000
8 40 137780
8 41 161830
8 42 1000000
8 43 1000000
8 44 1000000
8 45 179397
8 46 1000000
8 47 1000000
9 10 1000000
9 11 1000000
9 12 88896
9 13 81594
9 14 1000000
9 15 81690
9 16 107387
9 17 54191
9 18 85758
9 19 52848
9 20 118906
9 21 122433
9 22 55234
9 23 80423
9 24 124190
9 25 56039
9 26 1000000
9 27 1000000
9 28 1000000
9 29 1000000
9 30 125338
9 31 62225
9 32 104460
9 33 53355
9 34 71650
9 35 1000000
9 36 1000000
9 37 71883
9 38 50004
9 39 73162
9 40 71334
9 41 1000000
9 42 35469
9 43 91250
9 44 1000000
9 45 1000000
9 46 23818
9 47 72908
10 11 61386
10 12 1000000
10 13 1000000
10 14 57367
10 15 1000000
10 16 99443
10 17 1000000
10 18 88443
10 19 81233
10 20 1000000
10 21 132854
10 22 84654
10 23 1000000
10 24 78263
10 25 58724
10 26 210129
10 27 104505
10 28 1000000
10 29 70546
10 30 153021
10 31 1000000
10 32 1000000
10 33 1000000
10 34 25723
10 35 1000000
10 36 58050
10 37 1000000
10 38 1000000
10 39 1000000
10 40 69266
10 41 88657
10 42 1000000
10 43 1000000
10 44 67687
10 45 57612
10 46 1000000
10 47 101784
11 12 154262
11 13 131754
11 14 1000000
11 15 119442
11 16 1000000
11 17 65256
11 18 1000000
11 19 1000000
11 20 156658
11 21 174311
11 22 126111
11 23 44436
11 24 135255
11 25 115716
11 26 267121
11 27 135632
11 28 84519
11 29 105613
11 30 194478
11 31 127591
11 32 1000000
11 33 1000000
11 34 35663
11 35 66778
11 36 99507
11 37 35896
11 38 157317
11 39 1000000
11 40 130652
11 41 1000000
11 42 142782
11 43 1000000
11 44 1000000
11 45 114604
11 46 83495
11 47 91210
12 13 117772
12 14 104712
12 15 1000000
12 16 1000000
12 17 1000000
12 18 109458
12 19 141744
12 20 169272
12 21 1000000
12 22 63533
12 23 145129
12 24 46589
12 25 115549
12 26 213973
12 27 34712
12 28 120660
12 29 122289
12 30 152092
12 31 26671
12 32 127770
12 33 125516
12 34 1000000
12 35 1000000
12 36 90137
12 37 1000000
12 38 97833
12 39 1000000
12 40 1000000
12 41 109672
12 42 83298
12 43 1000000
12 44 1000000
12 45 67240
12 46 1000000
12 47 63052
13 14 1000000
13 15 108873
13 16 1000000
13 17 66498
13 18 87026
13 19 134442
13 20 98811
13 21 152562
13 22 1000000
13 23 104864
13 24 1000000
13 25 1000000
13 26 263154
13 27 135282
13 28 1000000
13 29 95044
13 30 172729
13 31 143323
13 32 1000000
13 33 134949
13 34 1000000
13 35 133879
13 36 77758
13 37 96324
13 38 131598
13 39 130303
13 40 104060
13 41 1000000
13 42 117063
13 43 140378
13 44 7075
13 45 91834
13 46 96871
13 47 1000000
14 15 133981
14 16 1000000
14 17 1000000
14 18 90823
14 19 1000000
14 20 164543
14 21 1000000
14 22 1000000
14 23 1000000
14 24 131236
14 25 94989
14 26 1000000
14 27 1000000
14 28 1000000
14 29 120152
14 30 127171
14 31 1000000
14 32 69833
14 33 136621
14 34 31644
14 35 134085
14 36 1000000
14 37 31877
14 38 1000000
14 39 149054
14 40 74904
14 41 1000000
14 42 78569
14 43 94820
14 44 102883
14 45 110585
14 46 79476
14 47 44417
15 16 136944
15 17 88245
15 18 1000000
15 19 1000000
15 20 64874
15 21 1000000
15 22 1000000
15 23 113083
15 24 1000000
15 25 90093
15 26 154281
15 27 1000000
15 28 107508
15 29 13829
15 30 1000000
15 31 114138
15 32 139414
15 33 1000000
15 34 104776
15 35 52664
15 36 1000000
15 37 104543
15 38 103577
15 39 120991
15 40 1000000
15 41 75137
15 42 1000000
15 43 1000000
15 44 1000000
15 45 82522
15 46 1000000
15 47 102465
16 17 99254
16 18 1000000
16 19 1000000
16 20 174160
16 21 149080
16 22 100880
16 23 82493
16 24 109225
16 25 52913
16 26 258162
16 27 1000000
16 28 104799
16 29 123115
16 30 169247
16 31 70860
16 32 1000000
16 33 160742
16 34 73720
16 35 1000000
16 36 74276
16 37 73953
16 38 135180
16 39 1000000
16 40 1000000
16 41 81099
16 42 1000000
16 43 1000000
16 44 1000000
16 45 129876
16 46 1000000
16 47 1000000
17 18 92313
17 19 85103
17 20 125461
17 21 124590
17 22 76390
17 23 38366
17 24 1000000
17 25 1000000
17 26 1000000
17 27 107310
17 28 1000000
17 29 74416
17 30 1000000
17 31 115351
17 32 87419
17 33 1000000
17 34 1000000
17 35 113251
17 36 1000000
17 37 1000000
17 38 1000000
17 39 87817
17 40 77530
17 41 92527
17 42 89660
17 43 112406
17 44 1000000
17 45 49348
17 46 30373
17 47 105654
18 19 1000000
18 20 112567
18 21 1000000
18 22 121748
18 23 118545
18 24 137222
18 25 94161
18 26 1000000
18 27 90828
18 28 111576
18 29 1000000
18 30 197226
18 31 1000000
18 32 160656
18 33 139113
18 34 1000000
18 35 1000000
18 36 123023
18 37 110005
18 38 135762
18 39 133493
18 40 106770
18 41 214
18 42 1000000
18 43 1000000
18 44 79951
18 45 141661
18 46 1000000
18 47 1000000
19 20 149818
19 21 169438
19 22 108082
19 23 111335
19 24 139673
19 25 86951
19 26 128896
19 27 1000000
19 28 104366
19 29 98773
19 30 178186
19 31 1000000
19 32 155406
19 33 1000000
19 34 102562
19 35 1000000
19 36 134686
19 37 102795
19 38 102852
19 39 80553
19 40 124182
19 41 116884
19 42 88317
19 43 1000000
19 44 141517
19 45 119022
19 46 54730
19 47 1000000
20 21 207147
20 22 1000000
20 23 1000000
20 24 126745
20 25 1000000
20 26 219155
20 27 136659
20 28 144724
20 29 51045
20 30 186749
20 31 144700
20 32 169976
20 33 1000000
20 34 142920
20 35 1000000
20 36 1000000
20 37 1000000
20 38 140039
20 39 161713
20 40 1000000
20 41 1000000
20 42 125504
20 43 69723
20 44 105886
20 45 147396
20 46 95088
20 47 1000000
21 22 1000000
21 23 147421
21 24 148005
21 25 178472
21 26 298334
21 27 132328
21 28 1000000
21 29 162756
21 30 169775
21 31 140369
21 32 1000000
21 33 69078
21 34 138648
21 35 1000000
21 36 74804
21 37 1000000
21 38 1000000
21 39 1000000
21 40 117508
21 41 198041
21 42 121173
21 43 137424
21 44 1000000
21 45 127354
21 46 1000000
21 47 151421
22 23 1000000
22 24 110122
22 25 1000000
22 26 226263
22 27 30920
22 28 57127
22 29 61348
22 30 88559
22 31 38961
22 32 64237
22 33 77817
22 34 1000000
22 35 100183
22 36 26604
22 37 90681
22 38 34300
22 39 97624
22 40 16100
22 41 121962
22 42 1000000
22 43 36016
22 44 97287
22 45 125738
22 46 1000000
22 47 75342
23 24 108365
23 25 1000000
23 26 230851
23 27 1000000
23 28 57629
23 29 1000000
23 30 1000000
23 31 121215
23 32 1000000
23 33 133778
23 34 8773
23 35 111214
23 36 72617
23 37 8540
23 38 1000000
23 39 126183
23 40 103762
23 41 118759
23 42 115892
23 43 135237
23 44 1000000
23 45 1000000
23 46 56605
23 47 1000000
24 25 132593
24 26 216152
24 27 1000000
24 28 1000000
24 29 75700
24 30 136588
24 31 73260
24 32 157418
24 33 78927
24 34 99592
24 35 1000000
24 36 119785
24 37 99825
24 38 144422
24 39 59120
24 40 120948
24 41 1000000
24 42 129887
24 43 113105
24 44 78258
24 45 20651
24 46 100372
24 47 109641
25 26 1000000
25 27 110223
25 28 81857
25 29 76264
25 30 181377
25 31 1000000
25 32 150013
25 33 1000000
25 34 80053
25 35 53964
25 36 112380
25 37 1000000
25 38 106043
25 39 1000000
25 40 121512
25 41 94375
25 42 91508
25 43 1000000
25 44 122017
25 45 1000000
25 46 32221
25 47 1000000
26 27 195343
26 28 233262
26 29 1000000
26 30 303814
26 31 1000000
26 32 1000000
26 33 229256
26 34 231458
26 35 206945
26 36 252867
26 37 231691
26 38 1000000
26 39 1000000
26 40 213358
26 41 229418
26 42 1000000
26 43 1000000
26 44 270229
26 45 1000000
26 46 183626
26 47 223683
27 28 88047
27 29 92268
27 30 119479
27 31 8041
27 32 95157
27 33 1000000
27 34 1000000
27 35 131103
27 36 1000000
27 37 120716
27 38 65220
27 39 127346
27 40 47020
27 41 1000000
27 42 50685
27 43 1000000
27 44 128207
27 45 101952
27 46 78002
27 47 44422
28 29 93679
28 30 125494
28 31 96088
28 32 68156
28 33 126809
28 34 48856
28 35 1000000
28 36 30523
28 37 49089
28 38 1000000
28 39 107080
28 40 1000000
28 41 111790
28 42 1000000
28 43 93143
28 44 1000000
28 45 68611
28 46 49636
28 47 107140
29 30 135704
29 31 1000000
29 32 1000000
29 33 1000000
29 34 91875
29 35 1000000
29 36 87952
29 37 92108
29 38 1000000
29 39 1000000
29 40 45248
29 41 61308
29 42 75213
29 43 65063
29 44 1000000
29 45 96351
29 46 44043
29 47 1000000
30 31 127520
30 32 132604
30 33 1000000
30 34 158815
30 35 174539
30 36 94971
30 37 159048
30 38 122859
30 39 1000000
30 40 1000000
30 41 197012
30 42 108324
30 43 1000000
30 44 165654
30 45 115937
30 46 149156
30 47 163901
31 32 103198
31 33 115580
31 34 1000000
31 35 139144
31 36 65565
31 37 112675
31 38 1000000
31 39 132380
31 40 55061
31 41 1000000
31 42 58726
31 43 74977
31 44 136248
31 45 93911
31 46 86043
31 47 1000000
32 33 106249
32 34 1000000
32 35 164420
32 36 37633
32 37 1000000
32 38 98537
32 39 126056
32 40 80337
32 41 160870
32 42 84002
32 43 100253
32 44 108316
32 45 136767
32 46 1000000
32 47 1000000
33 34 1000000
33 35 1000000
33 36 1000000
33 37 125238
33 38 1000000
33 39 19807
33 40 61717
33 41 1000000
33 42 88824
33 43 113833
33 44 1000000
33 45 58276
33 46 1000000
33 47 1000000
34 35 102441
34 36 1000000
34 37 1000000
34 38 121654
34 39 1000000
34 40 94989
34 41 109986
34 42 1000000
34 43 1000000
34 44 89016
34 45 78941
34 46 1000000
34 47 1000000
35 36 1000000
35 37 102674
35 38 128583
35 39 149503
35 40 1000000
35 41 100143
35 42 1000000
35 43 103898
35 44 140954
35 45 135186
35 46 82878
35 47 1000000
36 37 64077
36 38 60904
36 39 124228
36 40 42704
36 41 123237
36 42 1000000
36 43 62620
36 44 70683
36 45 99134
36 46 1000000
36 47 1000000
37 38 121887
37 39 117643
37 40 95222
37 41 1000000
37 42 107352
37 43 1000000
37 44 89249
37 45 79174
37 46 1000000
37 47 1000000
38 39 123166
38 40 1000000
38 41 1000000
38 42 1000000
38 43 70316
38 44 131587
38 45 153543
38 46 73822
38 47 1000000
39 40 1000000
39 41 1000000
39 42 1000000
39 43 133640
39 44 137378
39 45 38469
39 46 96980
39 47 1000000
40 41 106556
40 42 35865
40 43 52116
40 44 96985
40 45 119993
40 46 89291
40 47 91442
41 42 121441
41 43 126371
41 44 1000000
41 45 1000000
41 46 62154
41 47 1000000
42 43 55781
42 44 117052
42 45 139008
42 46 59287
42 47 95107
43 44 133303
43 45 133756
43 46 1000000
43 47 111358
44 45 1000000
44 46 89796
44 47 126357
45 46 79721
45 47 1000000
46 47 96726
Case #5: 946
1 2 1000000
1 3 1000000
1 4 1000000
1 5 149359
1 6 239009
1 7 1000000
1 8 205540
1 9 1000000
1 10 131811
1 11 125644
1 12 241730
1 13 265981
1 14 1000000
1 15 1000000
1 16 1000000
1 17 127427
1 18 172647
1 19 1000000
1 20 254905
1 21 1000000
1 22 125616
1 23 132262
1 24 241229
1 25 1000000
1 26 182391
1 27 1000000
1 28 193447
1 29 96736
1 30 1000000
1 31 1000000
1 32 147048
1 33 1000000
1 34 1000000
1 35 220531
1 36 1000000
1 37 1000000
1 38 1000000
1 39 1000000
1 40 1000000
1 41 160160
1 42 243122
1 43 1000000
1 44 1000000
2 3 1000000
2 4 1000000
2 5 186381
2 6 1000000
2 7 249022
2 8 262205
2 9 1000000
2 10 254900
2 11 1000000
2 12 1000000
2 13 1000000
2 14 173117
2 15 1000000
2 16 138745
2 17 1000000
2 18 155513
2 19 145518
2 20 123268
2 21 1000000
2 22 104878
2 23 115128
2 24 255367
2 25 1000000
2 26 48103
2 27 1000000
2 28 1000000
2 29 1000000
2 30 1000000
2 31 181116
2 32 131731
2 33 1000000
2 34 187771
2 35 1000000
2 36 1000000
2 37 142899
2 38 128213
2 39 1000000
2 40 1000000
2 41 203013
2 42 280144
2 43 222048
2 44 1000000
3 4 1000000
3 5 1000000
3 6 1000000
3 7 171219
3 8 1000000
3 9 1000000
3 10 1000000
3 11 146163
3 12 270250
3 13 1000000
3 14 179629
3 15 174784
3 16 130243
3 17 183825
3 18 1000000
3 19 1000000
3 20 1000000
3 21 105135
3 22 1000000
3 23 106626
3 24 260354
3 25 1000000
3 26 1000000
3 27 1000000
3 28 1000000
3 29 1000000
3 30 195647
3 31 1000000
3 32 1000000
3 33 1000000
3 34 1000000
3 35 1000000
3 36 1000000
3 37 65096
3 38 1000000
3 39 120908
3 40 1000000
3 41 1000000
3 42 271642
3 43 233634
3 44 1000000
4 5 140133
4 6 116806
4 7 187205
4 8 1000000
4 9 1000000
4 10 1000000
4 11 83519
4 12 232504
4 13 1000000
4 14 141883
4 15 1000000
4 16 92497
4 17 142274
4 18 1000000
4 19 102874
4 20 158769
4 21 67389
4 22 1000000
4 23 68880
4 24 147076
4 25 60432
4 26 119009
4 27 1000000
4 28 39729
4 29 87510
4 30 1000000
4 31 1000000
4 32 23440
4 33 38398
4 34 1000000
4 35 1000000
4 36 1000000
4 37 1000000
4 38 1000000
4 39 51428
4 40 1000000
4 41 1000000
4 42 1000000
4 43 1000000
4 44 1000000
5 6 194896
5 7 1000000
5 8 1000000
5 9 1000000
5 10 201895
5 11 1000000
5 12 1000000
5 13 1000000
5 14 103819
5 15 156307
5 16 1000000
5 17 108015
5 18 1000000
5 19 122143
5 20 1000000
5 21 1000000
5 22 1000000
5 23 1000000
5 24 91870
5 25 79701
5 26 138278
5 27 84557
5 28 1000000
5 29 52623
5 30 175238
5 31 1000000
5 32 1000000
5 33 1000000
5 34 1000000
5 35 257543
5 36 1000000
5 37 1000000
5 38 101234
5 39 174060
5 40 97162
5 41 1000000
5 42 199009
5 43 157579
5 44 1000000
6 7 1000000
6 8 270720
6 9 1000000
6 10 1000000
6 11 161440
6 12 1000000
6 13 1000000
6 14 1000000
6 15 178312
6 16 1000000
6 17 1000000
6 18 164028
6 19 154033
6 20 131783
6 21 1000000
6 22 113393
6 23 1000000
6 24 1000000
6 25 115195
6 26 1000000
6 27 1000000
6 28 1000000
6 29 142273
6 30 212664
6 31 1000000
6 32 140246
6 33 155204
6 34 1000000
6 35 1000000
6 36 1000000
6 37 151414
6 38 1000000
6 39 168234
6 40 1000000
6 41 1000000
6 42 1000000
6 43 230563
6 44 234659
7 8 1000000
7 9 1000000
7 10 111240
7 11 1000000
7 12 1000000
7 13 1000000
7 14 159237
7 15 1000000
7 16 1000000
7 17 1000000
7 18 1000000
7 19 1000000
7 20 1000000
7 21 192436
7 22 187281
7 23 193927
7 24 1000000
7 25 185479
7 26 1000000
7 27 21221
7 28 1000000
7 29 1000000
7 30 1000000
7 31 222301
7 32 1000000
7 33 195493
7 34 1000000
7 35 288592
7 36 172150
7 37 1000000
7 38 207012
7 39 1000000
7 40 1000000
7 41 228221
7 42 1000000
7 43 1000000
7 44 159652
8 9 1000000
8 10 1000000
8 11 1000000
8 12 330020
8 13 1000000
8 14 201113
8 15 232131
8 16 136394
8 17 205309
8 18 1000000
8 19 187657
8 20 1000000
8 21 152172
8 22 157327
8 23 1000000
8 24 1000000
8 25 1000000
8 26 1000000
8 27 1000000
8 28 259290
8 29 1000000
8 30 201798
8 31 1000000
8 32 1000000
8 33 1000000
8 34 186459
8 35 1000000
8 36 1000000
8 37 1000000
8 38 180662
8 39 253488
8 40 176590
8 41 1000000
8 42 235846
8 43 118045
8 44 122141
9 10 1000000
9 11 1000000
9 12 318138
9 13 1000000
9 14 227517
9 15 1000000
9 16 178131
9 17 227908
9 18 1000000
9 19 188508
9 20 1000000
9 21 1000000
9 22 1000000
9 23 154514
9 24 1000000
9 25 1000000
9 26 1000000
9 27 251618
9 28 45905
9 29 1000000
9 30 1000000
9 31 1000000
9 32 1000000
9 33 1000000
9 34 1000000
9 35 1000000
9 36 1000000
9 37 166716
9 38 167599
9 39 1000000
9 40 1000000
9 41 1000000
9 42 319530
9 43 248067
9 44 252163
10 11 227757
10 12 294266
10 13 230877
10 14 1000000
10 15 208115
10 16 205164
10 17 131580
10 18 1000000
10 19 222214
10 20 247597
10 21 186729
10 22 1000000
10 23 1000000
10 24 223128
10 25 1000000
10 26 1000000
10 27 1000000
10 28 1000000
10 29 206850
10 30 139760
10 31 1000000
10 32 1000000
10 33 1000000
10 34 112730
10 35 1000000
10 36 1000000
10 37 217363
10 38 201305
10 39 198037
10 40 197233
10 41 116981
10 42 1000000
10 43 1000000
10 44 1000000
11 12 1000000
11 13 190152
11 14 1000000
11 15 1000000
11 16 80050
11 17 115736
11 18 96818
11 19 87717
11 20 179076
11 21 1000000
11 22 49787
11 23 39537
11 24 163826
11 25 47985
11 26 1000000
11 27 212243
11 28 1000000
11 29 1000000
11 30 1000000
11 31 1000000
11 32 1000000
11 33 1000000
11 34 1000000
11 35 1000000
11 36 1000000
11 37 1000000
11 38 34596
11 39 1000000
11 40 1000000
11 41 174120
11 42 1000000
11 43 183441
11 44 179345
12 13 213763
12 14 196190
12 15 1000000
12 16 1000000
12 17 1000000
12 18 220905
12 19 214514
12 20 126259
12 21 179029
12 22 1000000
12 23 180520
12 24 184241
12 25 172072
12 26 1000000
12 27 1000000
12 28 272233
12 29 1000000
12 30 1000000
12 31 1000000
12 32 225834
12 33 1000000
12 34 1000000
12 35 165172
12 36 1000000
12 37 261830
12 38 193605
12 39 1000000
12 40 189533
12 41 225543
12 42 291380
12 43 249950
12 44 1000000
13 14 1000000
13 15 1000000
13 16 174232
13 17 204408
13 18 123503
13 19 1000000
13 20 1000000
13 21 1000000
13 22 1000000
13 23 150615
13 24 1000000
13 25 142167
13 26 1000000
13 27 1000000
13 28 180503
13 29 169245
13 30 1000000
13 31 173725
13 32 1000000
13 33 182176
13 34 223258
13 35 1000000
13 36 1000000
13 37 139254
13 38 1000000
13 39 1000000
13 40 1000000
13 41 237781
13 42 315631
13 43 1000000
13 44 190657
14 15 1000000
14 16 113516
14 17 4196
14 18 1000000
14 19 1000000
14 20 202383
14 21 74494
14 22 1000000
14 23 1000000
14 24 1000000
14 25 1000000
14 26 125014
14 27 174390
14 28 181612
14 29 1000000
14 30 178512
14 31 116439
14 32 1000000
14 33 130166
14 34 1000000
14 35 1000000
14 36 126828
14 37 1000000
14 38 85336
14 39 1000000
14 40 1000000
14 41 1000000
14 42 254915
14 43 1000000
14 44 87164
15 16 1000000
15 17 158649
15 18 1000000
15 19 115444
15 20 1000000
15 21 1000000
15 22 1000000
15 23 85054
15 24 1000000
15 25 1000000
15 26 1000000
15 27 197380
15 28 101235
15 29 1000000
15 30 168938
15 31 116567
15 32 1000000
15 33 1000000
15 34 1000000
15 35 212478
15 36 46451
15 37 1000000
15 38 1000000
15 39 99912
